,UNITID,OPEID,OPEID6,INSTNM,AGEGE24,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,SD_EARN_WNE_P10,COUNT_WNE_INC1_P10,COUNT_WNE_INC2_P10,COUNT_WNE_INC3_P10,COUNT_WNE_INDEP0_INC1_P10,COUNT_WNE_INDEP0_P10,COUNT_WNE_INDEP1_P10,COUNT_WNE_MALE0_P10,COUNT_WNE_MALE1_P10,GT_25K_P10,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10,MN_EARN_WNE_INDEP0_INC1_P10,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,SD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_WNE_INDEP1_P6,COUNT_WNE_MALE0_P6,COUNT_WNE_MALE1_P6,GT_25K_P6,MN_EARN_WNE_INC1_P6,MN_EARN_WNE_INC2_P6,MN_EARN_WNE_INC3_P6,MN_EARN_WNE_INDEP0_INC1_P6,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,GT_25K_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,PCT10_EARN_WNE_P8,PCT25_EARN_WNE_P8,PCT75_EARN_WNE_P8,PCT90_EARN_WNE_P8,SD_EARN_WNE_P8,GT_25K_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,GT_25K_P9,GT_28K_P10,GT_28K_P8,GT_28K_P6
1866,176017,244000,2440,University of Mississippi,0.20999999344348,70.4400024414062,26.5300006866455,1.04999995231628,2.22000002861022,14.6300001144409,8.13000011444091,96.9100036621094,53374.26,12.1700000762939,3.64000010490417,10.8100004196167,333.0,3548.0,56600.0,42700.0,13200.0,28200.0,66400.0,96700.0,64000.0,1243.0,1023.0,1282.0,510.0,2534.0,1014.0,1978.0,1570.0,0.782,55800.0,56500.0,57400.0,43000.0,53500.0,64400.0,49300.0,65800.0,300.0,3517.0,41300.0,35100.0,11000.0,22600.0,51000.0,72300.0,40000.0,1297.0,980.0,1240.0,410.0,2401.0,1116.0,2038.0,1479.0,0.707,40500.0,40300.0,42800.0,36400.0,39800.0,44300.0,37800.0,46000.0,261.0,3139.0,43800.0,44300.0,0.72379738092422,300.0,3415.0,50500.0,39700.0,12300.0,25900.0,58800.0,84000.0,58500.0,0.745,304.0,3031.0,50300.0,53600.0,0.77334213256835,0.751,0.715,0.655
2207,188429,266600,2666,Adelphi University,0.23999999463558,66.6900024414062,17.8500003814697,6.73000001907348,12.9200000762939,16.5699996948242,11.4799995422363,74.5999984741211,80864.95,7.46999979019165,3.31999993324279,11.25,163.0,1834.0,63000.0,58500.0,12500.0,37600.0,82600.0,94400.0,38300.0,456.0,601.0,777.0,183.0,1343.0,491.0,1341.0,493.0,0.835,61900.0,64200.0,62600.0,45100.0,59400.0,72900.0,60800.0,68900.0,117.0,1743.0,49400.0,43500.0,12200.0,27200.0,68500.0,90800.0,30800.0,438.0,501.0,804.0,230.0,1303.0,440.0,1256.0,487.0,0.759,48600.0,51900.0,48200.0,43800.0,44700.0,63300.0,51300.0,44500.0,140.0,1467.0,50000.0,31300.0,0.77232444286346,164.0,1768.0,56200.0,52300.0,13400.0,32900.0,78100.0,92000.0,32100.0,0.802,163.0,1327.0,51800.0,32200.0,0.7837226986885,0.84,0.803,0.741
206,110097,112200,1122,Biola University,0.17000000178813,70.0699996948242,4.28999996185302,8.61999988555908,24.8199996948242,18.0499992370605,9.32999992370605,79.9599990844726,75484.4,7.46999979019165,3.63000011444091,11.1800003051757,223.0,1203.0,50700.0,44500.0,6000.0,24600.0,68300.0,84500.0,39200.0,242.0,365.0,596.0,139.0,925.0,278.0,709.0,494.0,0.734,40900.0,47300.0,56800.0,43200.0,47900.0,60200.0,43700.0,60800.0,114.0,1237.0,38700.0,34500.0,7200.0,19400.0,50500.0,70300.0,37400.0,243.0,330.0,664.0,139.0,1088.0,149.0,738.0,499.0,0.643,34500.0,42000.0,38700.0,32200.0,37800.0,45300.0,34800.0,44600.0,129.0,1016.0,41700.0,30300.0,0.69389766454696,150.0,1229.0,43000.0,38500.0,7300.0,23200.0,56600.0,82200.0,29900.0,0.717,158.0,1015.0,44400.0,32100.0,0.70935958623886,0.717,0.675,0.619
984,145813,169200,1692,Illinois State University,0.07999999821186,84.7900009155273,8.14999961853027,3.00999999046325,6.01999998092651,18.7800006866455,9.89999961853027,91.620002746582,74746.5,5.01999998092651,3.20000004768371,11.1700000762939,410.0,5559.0,51600.0,47100.0,16500.0,33600.0,64700.0,81200.0,31600.0,1054.0,1430.0,3075.0,549.0,4817.0,742.0,3103.0,2456.0,0.832,47000.0,50800.0,53600.0,46000.0,51900.0,49700.0,46000.0,58700.0,214.0,5946.0,41600.0,39600.0,12800.0,28800.0,52400.0,61700.0,21400.0,1008.0,1375.0,3563.0,476.0,5308.0,638.0,3189.0,2757.0,0.776,40700.0,40200.0,42500.0,34800.0,41500.0,42800.0,38700.0,45100.0,258.0,4997.0,40600.0,21900.0,0.7742645740509,305.0,5656.0,46700.0,43200.0,15500.0,30700.0,58500.0,71800.0,26800.0,0.814,384.0,5657.0,46800.0,29500.0,0.81757116317749,0.818,0.79,0.765
347,117140,121600,1216,University of La Verne,0.56999999284744,59.2599983215332,6.57000017166137,8.56999969482422,38.7000007629394,13.5699996948242,7.05000019073486,75.1500015258789,67082.29,10.7100000381469,4.55999994277954,11.0699996948242,221.0,1679.0,52700.0,49200.0,13200.0,30400.0,69000.0,96200.0,33600.0,554.0,640.0,485.0,130.0,566.0,1113.0,1212.0,467.0,0.811,47300.0,52100.0,59700.0,46800.0,50600.0,53800.0,48400.0,63800.0,139.0,1516.0,45800.0,41700.0,10800.0,25100.0,58700.0,70700.0,31000.0,544.0,520.0,452.0,115.0,512.0,1004.0,1020.0,496.0,0.714,39900.0,44300.0,54800.0,33900.0,37300.0,50200.0,42300.0,53000.0,144.0,1371.0,46200.0,37700.0,0.75127643346786,192.0,1609.0,49000.0,46400.0,12000.0,28400.0,64400.0,81300.0,32900.0,0.77,177.0,1490.0,54700.0,33800.0,0.8194630742073,0.781,0.757,0.714
1340,157289,199900,1999,University of Louisville,0.20999999344348,84.6500015258789,11.7100000381469,1.23000001907348,2.02999997138977,14.119999885559,8.78999996185302,96.0999984741211,59042.66,8.75,3.05999994277954,10.9300003051757,412.0,3272.0,48600.0,41800.0,10200.0,27200.0,61500.0,76600.0,47200.0,1178.0,1059.0,1035.0,523.0,2210.0,1062.0,1771.0,1501.0,0.765,48100.0,47700.0,50100.0,41100.0,48300.0,49200.0,41700.0,56700.0,256.0,3399.0,38200.0,34800.0,9900.0,23000.0,49400.0,60100.0,30200.0,1071.0,1034.0,1294.0,389.0,2518.0,881.0,1793.0,1606.0,0.693,37200.0,37200.0,39900.0,31100.0,37600.0,39900.0,34400.0,42500.0,270.0,2510.0,38200.0,43400.0,0.68247014284133,301.0,3182.0,42700.0,39100.0,10400.0,24700.0,55200.0,68900.0,27600.0,0.73,317.0,2746.0,42600.0,48500.0,0.71704298257827,0.734,0.698,0.655
2121,184782,260900,2609,Rowan University,0.14000000059604,79.5400009155273,11.6599998474121,3.36999988555908,7.73000001907348,16.6100006103515,8.25,89.5899963378906,76692.58,5.76000022888183,3.70000004768371,11.1999998092651,222.0,3078.0,55400.0,50000.0,14100.0,32800.0,67400.0,83700.0,41900.0,693.0,803.0,1582.0,297.0,2485.0,593.0,1630.0,1448.0,0.816,57300.0,52700.0,56000.0,44600.0,53900.0,61700.0,49000.0,62600.0,175.0,3367.0,39800.0,38500.0,11200.0,23000.0,52300.0,64300.0,23100.0,761.0,816.0,1790.0,307.0,2826.0,541.0,1753.0,1614.0,0.717,38000.0,39000.0,40900.0,33100.0,39500.0,41300.0,37700.0,42000.0,156.0,2799.0,44300.0,28200.0,0.75848519802093,183.0,3017.0,49000.0,47000.0,13400.0,29300.0,60400.0,78800.0,32100.0,0.791,201.0,2559.0,48600.0,29100.0,0.8085189461708,0.8,0.769,0.681
672,132903,395400,3954,University of Central Florida,0.2199999988079,80.0100021362304,11.329999923706,2.39000010490417,13.6700000762939,17.0200004577636,8.60999965667724,83.5699996948242,62518.63,7.17000007629394,2.98000001907348,11.0,957.0,9034.0,51200.0,45400.0,13000.0,30200.0,65300.0,86600.0,36200.0,3491.0,3002.0,2541.0,1354.0,6331.0,2703.0,5309.0,3725.0,0.792,49800.0,51400.0,53000.0,47400.0,51500.0,50600.0,45900.0,58900.0,891.0,11383.0,39900.0,37100.0,10500.0,24100.0,50700.0,63600.0,29100.0,4286.0,3730.0,3367.0,1486.0,7949.0,3434.0,6576.0,4807.0,0.707,38800.0,40600.0,40400.0,34500.0,39200.0,41500.0,37000.0,43700.0,727.0,7708.0,40700.0,25600.0,0.7407888174057,924.0,9884.0,45400.0,41400.0,12300.0,27400.0,58300.0,74800.0,28900.0,0.767,828.0,7702.0,46700.0,36400.0,0.77408462762832,0.777,0.741,0.68
900,142285,162600,1626,University of Idaho,0.15000000596046,90.2300033569336,1.07000005245208,1.70000004768371,6.07000017166137,16.579999923706,9.38000011444091,93.9400024414062,54125.14,8.27000045776367,4.23999977111816,10.869999885559,386.0,2919.0,47000.0,41900.0,11100.0,26600.0,61300.0,83100.0,32200.0,947.0,943.0,1029.0,454.0,2245.0,674.0,1274.0,1645.0,0.763,43900.0,46200.0,50600.0,39800.0,46900.0,47400.0,39100.0,53100.0,245.0,2684.0,35500.0,31800.0,8900.0,19900.0,46000.0,62500.0,25700.0,793.0,908.0,983.0,333.0,2164.0,520.0,1238.0,1446.0,0.62,34100.0,35400.0,36700.0,30400.0,35500.0,35500.0,31200.0,39200.0,272.0,2336.0,38400.0,27300.0,0.68321919441223,290.0,2673.0,43400.0,37400.0,10700.0,23300.0,56000.0,74800.0,40200.0,0.699,399.0,3170.0,43700.0,29600.0,0.74794954061508,0.734,0.671,0.59
3749,234030,373500,3735,Virginia Commonwealth University,0.17000000178813,69.1999969482422,23.2800006866455,3.46000003814697,4.09999990463256,19.6499996185302,11.4499998092651,91.120002746582,72221.8,6.53999996185302,2.77999997138977,11.119999885559,550.0,5478.0,49700.0,44000.0,12100.0,28100.0,64100.0,86100.0,35100.0,1472.0,1738.0,2268.0,563.0,4254.0,1224.0,3327.0,2151.0,0.779,51000.0,48600.0,49700.0,43700.0,47100.0,58500.0,46700.0,54300.0,416.0,5587.0,37500.0,34400.0,9700.0,21700.0,48700.0,65700.0,26600.0,1306.0,1819.0,2462.0,635.0,4541.0,1046.0,3287.0,2300.0,0.664,37600.0,38100.0,37000.0,32000.0,35700.0,45200.0,35800.0,39900.0,352.0,4319.0,40900.0,27600.0,0.72146332263946,465.0,5219.0,44200.0,39700.0,11600.0,24900.0,56700.0,75200.0,33800.0,0.727,468.0,4285.0,45400.0,33600.0,0.75099182128906,0.751,0.701,0.629
3174,215655,335900,3359,Robert Morris University,0.20000000298023,89.7900009155273,7.34999990463257,1.25999999046325,1.29999995231628,16.0200004577636,8.67000007629394,96.1600036621094,59274.33,6.65999984741211,3.06999993324279,10.9499998092651,145.0,1690.0,53100.0,47700.0,14600.0,31600.0,67000.0,84100.0,36500.0,416.0,584.0,690.0,192.0,1252.0,438.0,753.0,937.0,0.806,48400.0,52300.0,56700.0,50200.0,52300.0,55700.0,48500.0,56900.0,85.0,1337.0,40400.0,38400.0,13000.0,25200.0,53300.0,63600.0,23000.0,287.0,440.0,610.0,162.0,1117.0,220.0,596.0,741.0,0.733,36000.0,40300.0,42600.0,34800.0,39300.0,46000.0,37800.0,42500.0,93.0,1279.0,40000.0,23100.0,0.74589520692825,110.0,1638.0,48000.0,44800.0,12600.0,29400.0,62400.0,72400.0,29200.0,0.799,109.0,1431.0,46800.0,31000.0,0.80083858966827,0.795,0.77,0.703
3602,229115,364400,3644,Texas Tech University,0.07999999821186,79.7099990844726,6.09999990463257,2.49000000953674,21.4099998474121,19.1900005340576,9.06999969482422,90.8899993896484,65284.89,8.60000038146972,3.02999997138977,11.0,647.0,6481.0,61600.0,51400.0,14900.0,34500.0,77100.0,96800.0,52200.0,1542.0,1806.0,3133.0,800.0,5549.0,932.0,2918.0,3563.0,0.834,60200.0,59100.0,63700.0,52900.0,61400.0,62800.0,49500.0,71400.0,444.0,6162.0,46800.0,42200.0,13300.0,27800.0,59100.0,72300.0,30500.0,1665.0,1715.0,2782.0,660.0,5071.0,1091.0,2778.0,3384.0,0.771,45800.0,46000.0,48000.0,41100.0,46600.0,48000.0,40800.0,51800.0,476.0,5925.0,46000.0,36000.0,0.77890294790267,457.0,5713.0,54500.0,47700.0,14400.0,32300.0,67500.0,85700.0,41800.0,0.818,573.0,5669.0,51100.0,42200.0,0.81037217378616,0.822,0.804,0.747
3429,221971,352800,3528,Union University,0.28000000119209,79.120002746582,17.1000003814697,1.07000005245208,3.25,14.1000003814697,7.15999984741211,96.0899963378906,58820.27,8.92000007629394,3.32999992370605,10.9300003051757,87.0,643.0,49600.0,43200.0,9900.0,27700.0,64700.0,77900.0,34900.0,151.0,244.0,248.0,67.0,415.0,228.0,418.0,225.0,0.783,42700.0,47900.0,55300.0,35900.0,43500.0,60500.0,45400.0,57200.0,50.0,832.0,40900.0,35500.0,10100.0,22800.0,53500.0,74000.0,29300.0,222.0,288.0,322.0,90.0,481.0,351.0,539.0,293.0,0.673,35100.0,40000.0,45800.0,25800.0,34300.0,50000.0,39300.0,43900.0,51.0,563.0,42400.0,30400.0,0.73001778125762,57.0,775.0,44000.0,38500.0,12200.0,24000.0,57000.0,79700.0,31000.0,0.732,66.0,583.0,41800.0,28000.0,0.73584908246994,0.75,0.681,0.672
3885,238661,384800,3848,Edgewood College,0.23999999463558,92.4499969482422,2.77999997138977,1.91999995708465,2.80999994277954,19.7299995422363,10.8100004196167,95.3799972534179,68115.77,4.17000007629394,2.61999988555908,11.1000003814697,67.0,769.0,47600.0,43300.0,10900.0,28400.0,61400.0,76500.0,29600.0,198.0,258.0,313.0,55.0,509.0,260.0,566.0,203.0,0.783,44500.0,49000.0,48400.0,40300.0,47700.0,47300.0,45000.0,54900.0,48.0,749.0,41500.0,39500.0,14200.0,26900.0,54000.0,66400.0,21800.0,170.0,216.0,363.0,53.0,541.0,208.0,526.0,223.0,0.752,37500.0,44100.0,41800.0,33800.0,39300.0,47200.0,40600.0,43500.0,52.0,711.0,42000.0,24900.0,0.75527423620224,58.0,714.0,44100.0,40400.0,12000.0,28500.0,56500.0,75500.0,26000.0,0.791,55.0,617.0,44100.0,27000.0,0.77633708715438,0.758,0.756,0.734
1582,166452,216000,2160,Lesley University,0.33000001311302,84.0800018310547,6.59000015258789,3.9300000667572,5.76999998092651,20.1900005340576,14.2600002288818,86.2600021362304,73324.38,6.55000019073486,3.00999999046325,11.1499996185302,86.0,682.0,40500.0,38700.0,8200.0,22800.0,52600.0,67300.0,26500.0,170.0,235.0,277.0,62.0,394.0,288.0,560.0,122.0,0.691,34200.0,41500.0,43500.0,32700.0,39200.0,42200.0,39300.0,46100.0,73.0,695.0,33400.0,32200.0,5800.0,18200.0,44700.0,51700.0,26700.0,164.0,235.0,296.0,60.0,481.0,214.0,536.0,159.0,0.59,30300.0,34800.0,34000.0,26900.0,31400.0,37900.0,32800.0,35200.0,85.0,671.0,33500.0,22500.0,0.62295079231262,63.0,683.0,36800.0,35600.0,7900.0,22800.0,47500.0,60100.0,23000.0,0.645,112.0,765.0,37600.0,23500.0,0.70065361261367,0.661,0.647,0.587
3947,240727,393200,3932,University of Wyoming,0.2199999988079,90.8300018310547,1.50999999046325,1.12000000476837,7.17000007629394,16.8199996948242,8.81999969482422,95.7900009155273,56061.18,7.96999979019165,3.27999997138977,10.8900003433227,345.0,2683.0,54200.0,47300.0,11300.0,29500.0,68000.0,90700.0,41000.0,877.0,836.0,970.0,313.0,1851.0,832.0,1391.0,1292.0,0.773,55300.0,51600.0,55500.0,47700.0,53800.0,55000.0,44700.0,64400.0,184.0,2312.0,44200.0,38700.0,9600.0,24300.0,55800.0,70800.0,36200.0,709.0,660.0,943.0,242.0,1575.0,737.0,1247.0,1065.0,0.704,43500.0,43900.0,44900.0,37400.0,42500.0,47700.0,38900.0,50400.0,262.0,2627.0,43800.0,35000.0,0.71869051456451,218.0,2325.0,48400.0,42700.0,11800.0,27400.0,60600.0,83700.0,33800.0,0.779,284.0,2536.0,49000.0,42800.0,0.76222395896911,0.767,0.742,0.685
201,109785,111700,1117,Azusa Pacific University,0.31999999284744,68.4199981689453,4.34000015258789,8.48999977111816,27.7800006866455,16.8999996185302,8.88000011444091,79.370002746582,73950.46,7.94999980926513,3.82999992370605,11.1700000762939,248.0,2186.0,55900.0,51100.0,10100.0,29000.0,74300.0,92800.0,45100.0,490.0,647.0,1049.0,134.0,1284.0,902.0,1485.0,701.0,0.79,52100.0,51800.0,60200.0,47700.0,51600.0,62000.0,51700.0,64700.0,151.0,1918.0,48300.0,42000.0,9300.0,23300.0,66100.0,83100.0,35000.0,391.0,555.0,972.0,123.0,1233.0,685.0,1293.0,625.0,0.695,44400.0,48000.0,50000.0,38800.0,40800.0,61700.0,46200.0,52600.0,190.0,1990.0,48200.0,31700.0,0.75025123357772,143.0,1896.0,52500.0,47200.0,9900.0,26300.0,70700.0,89300.0,40000.0,0.744,208.0,1761.0,51700.0,34500.0,0.78137421607971,0.759,0.73,0.689
2137,185590,261700,2617,Montclair State University,0.17000000178813,71.7799987792968,12.8400001525878,6.21999979019165,15.0600004196167,18.5400009155273,10.4600000381469,76.4899978637695,79914.29,6.48000001907348,3.63000011444091,11.2299995422363,372.0,3442.0,52400.0,49600.0,12600.0,31100.0,66700.0,88200.0,33600.0,933.0,1141.0,1368.0,449.0,2682.0,760.0,2060.0,1382.0,0.799,49000.0,54500.0,52800.0,50000.0,52100.0,53400.0,48700.0,57800.0,320.0,4350.0,38200.0,36900.0,9600.0,22200.0,51500.0,64500.0,22900.0,1147.0,1266.0,1937.0,495.0,3503.0,847.0,2596.0,1754.0,0.69,36200.0,39300.0,38700.0,34500.0,37300.0,41800.0,36300.0,41000.0,285.0,2851.0,41900.0,24700.0,0.74605399370193,326.0,3795.0,45800.0,43600.0,11400.0,27500.0,58200.0,75500.0,28900.0,0.772,280.0,2490.0,48900.0,30900.0,0.7811244726181,0.786,0.743,0.657
3870,238032,382700,3827,West Virginia University,0.07999999821186,91.5100021362304,4.82000017166137,1.66999995708465,1.96000003814697,14.0500001907348,9.51000022888183,95.620002746582,57483.6,9.15999984741211,3.35999989509582,10.8800001144409,623.0,6326.0,52700.0,45800.0,13300.0,28800.0,68200.0,93600.0,37600.0,1375.0,1938.0,3013.0,783.0,5630.0,696.0,2914.0,3412.0,0.772,46200.0,51100.0,56600.0,45000.0,53000.0,50100.0,47100.0,57400.0,535.0,7217.0,39300.0,34500.0,9600.0,20800.0,50800.0,67100.0,33100.0,1609.0,2061.0,3547.0,810.0,6500.0,717.0,3188.0,4029.0,0.645,35600.0,38200.0,41700.0,31700.0,38900.0,43600.0,36400.0,41700.0,498.0,5538.0,41000.0,29900.0,0.69429397583007,590.0,6952.0,46000.0,40400.0,11000.0,25200.0,58900.0,79300.0,35100.0,0.742,419.0,4811.0,47400.0,33700.0,0.75327372550964,0.758,0.704,0.615
3498,225511,365200,3652,University of Houston,0.23000000417232,62.25,16.9799995422363,6.5,26.2999992370605,19.4899997711181,9.35999965667724,79.9700012207031,68874.27,9.92000007629394,3.81999993324279,11.0699996948242,914.0,7840.0,60600.0,51600.0,13600.0,33500.0,76400.0,100000.0,48000.0,3329.0,2664.0,1847.0,1449.0,5411.0,2429.0,4230.0,3610.0,0.828,60200.0,60400.0,61800.0,54700.0,58400.0,65500.0,53500.0,69100.0,745.0,7730.0,47100.0,43100.0,10800.0,26500.0,60900.0,77200.0,33300.0,3509.0,2423.0,1798.0,1471.0,5140.0,2590.0,4099.0,3631.0,0.751,47700.0,46500.0,46700.0,38700.0,43800.0,53700.0,43000.0,51600.0,744.0,6560.0,47700.0,37700.0,0.76676827669143,821.0,7451.0,55000.0,48300.0,13200.0,30700.0,70600.0,90900.0,41100.0,0.806,698.0,6171.0,52800.0,41300.0,0.80375951528549,0.81,0.78,0.73
2641,200280,300500,3005,University of North Dakota,0.12999999523162,91.1900024414062,1.29999995231628,1.30999994277954,2.5,16.9400005340576,6.88000011444091,96.1500015258789,56722.24,7.34000015258789,3.13000011444091,10.8999996185302,237.0,3837.0,57800.0,48700.0,18800.0,33700.0,70000.0,96400.0,48100.0,770.0,1179.0,1888.0,330.0,3207.0,630.0,1761.0,2076.0,0.842,62200.0,55400.0,57500.0,53200.0,55200.0,70900.0,47600.0,66400.0,131.0,2823.0,45400.0,41700.0,15100.0,28900.0,57100.0,70800.0,26300.0,520.0,800.0,1503.0,222.0,2338.0,485.0,1281.0,1542.0,0.791,45300.0,45200.0,45600.0,34800.0,43500.0,54700.0,41500.0,48700.0,181.0,3447.0,44300.0,32100.0,0.78532058000564,180.0,3098.0,53600.0,46800.0,17200.0,32800.0,65400.0,79000.0,41600.0,0.822,252.0,3433.0,52500.0,39400.0,0.82668220996856,0.823,0.814,0.768
3224,216852,331300,3313,Widener University,0.23000000417232,77.2099990844726,16.329999923706,3.10999989509582,3.97000002861023,16.2399997711181,9.39999961853027,91.7200012207031,69397.52,7.13000011444091,3.49000000953674,11.0900001525878,139.0,1385.0,59100.0,53400.0,16600.0,33300.0,76400.0,92200.0,44700.0,383.0,383.0,619.0,108.0,1025.0,360.0,739.0,646.0,0.838,63000.0,52100.0,61100.0,47300.0,56900.0,65400.0,54000.0,64900.0,60.0,1250.0,47500.0,45300.0,12400.0,29200.0,62700.0,79100.0,27700.0,263.0,362.0,625.0,126.0,965.0,285.0,655.0,595.0,0.78,45400.0,44900.0,49900.0,35000.0,46100.0,52300.0,46000.0,49200.0,103.0,1237.0,51300.0,31700.0,0.82457560300827,110.0,1397.0,53600.0,50700.0,16900.0,31200.0,71000.0,89300.0,31600.0,0.807,94.0,1157.0,54200.0,32800.0,0.82973206043243,0.8,0.791,0.762
743,136215,150900,1509,Nova Southeastern University,0.56000000238418,71.9300003051757,18.4799995422363,2.5,24.1900005340576,15.4600000381469,8.8100004196167,71.4499969482422,62876.89,9.19999980926513,3.63000011444091,11.0,360.0,2294.0,55600.0,45300.0,13300.0,27500.0,71300.0,112300.0,42400.0,1026.0,814.0,454.0,169.0,737.0,1557.0,1683.0,611.0,0.777,49500.0,58000.0,64900.0,49300.0,56700.0,55000.0,50800.0,68800.0,268.0,2305.0,47800.0,42300.0,10300.0,24200.0,64000.0,89000.0,33700.0,1035.0,772.0,498.0,166.0,848.0,1457.0,1668.0,637.0,0.717,46500.0,46900.0,51800.0,36000.0,38900.0,52900.0,46000.0,52400.0,252.0,1805.0,49200.0,37700.0,0.75900274515151,301.0,2299.0,53000.0,45000.0,11700.0,26900.0,70000.0,100200.0,42100.0,0.766,255.0,1750.0,55200.0,39100.0,0.80971425771713,0.744,0.739,0.708
3468,224226,356000,3560,Dallas Baptist University,0.43999999761581,71.9300003051757,14.3000001907348,3.31999993324279,17.1100006103515,18.9500007629394,8.06999969482422,88.3199996948242,71641.68,7.30000019073486,3.13000011444091,11.119999885559,185.0,1196.0,49200.0,43200.0,9300.0,23800.0,61000.0,81300.0,54300.0,331.0,449.0,416.0,76.0,564.0,632.0,729.0,467.0,0.74,41300.0,49100.0,55600.0,34600.0,46900.0,51200.0,42500.0,59600.0,125.0,1186.0,42900.0,38600.0,7700.0,23100.0,55500.0,68900.0,32000.0,323.0,415.0,448.0,98.0,541.0,645.0,715.0,471.0,0.709,33400.0,44600.0,48200.0,30600.0,37500.0,47400.0,39700.0,47700.0,124.0,1024.0,42000.0,43500.0,0.7216796875,143.0,1217.0,44800.0,41200.0,10000.0,23900.0,57600.0,76100.0,32700.0,0.712,150.0,1025.0,45300.0,32200.0,0.75317072868347,0.702,0.7,0.682
2532,198464,292300,2923,East Carolina University,0.18000000715255,70.3099975585937,23.9300003051757,1.50999999046325,4.25,16.0599994659423,7.84000015258789,93.9899978637695,57608.05,9.39999961853027,3.36999988555908,10.9099998474121,523.0,5394.0,45800.0,40500.0,13100.0,27600.0,57400.0,75400.0,34100.0,1557.0,1652.0,2185.0,666.0,4218.0,1176.0,3249.0,2145.0,0.78,42800.0,45300.0,48200.0,39700.0,46100.0,44800.0,42000.0,51500.0,361.0,5912.0,37300.0,34900.0,10100.0,23000.0,46900.0,57200.0,27600.0,1500.0,1838.0,2574.0,729.0,4797.0,1115.0,3378.0,2534.0,0.697,34200.0,37800.0,38700.0,30300.0,36300.0,41300.0,34700.0,40700.0,398.0,4717.0,37100.0,25800.0,0.72037309408187,424.0,5214.0,41700.0,37800.0,12200.0,25900.0,52800.0,66800.0,30900.0,0.747,404.0,4471.0,42300.0,30800.0,0.76649516820907,0.744,0.718,0.662
