,UNITID,OPEID,OPEID6,INSTNM,AGEGE24,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,PCT10_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,PCT90_EARN_WNE_P10,SD_EARN_WNE_P10,COUNT_WNE_INC1_P10,COUNT_WNE_INC2_P10,COUNT_WNE_INC3_P10,COUNT_WNE_INDEP0_INC1_P10,COUNT_WNE_INDEP0_P10,COUNT_WNE_INDEP1_P10,COUNT_WNE_MALE0_P10,COUNT_WNE_MALE1_P10,GT_25K_P10,MN_EARN_WNE_INC1_P10,MN_EARN_WNE_INC2_P10,MN_EARN_WNE_INC3_P10,MN_EARN_WNE_INDEP0_INC1_P10,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,PCT10_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,PCT90_EARN_WNE_P6,SD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_WNE_INDEP1_P6,COUNT_WNE_MALE0_P6,COUNT_WNE_MALE1_P6,GT_25K_P6,MN_EARN_WNE_INC1_P6,MN_EARN_WNE_INC2_P6,MN_EARN_WNE_INC3_P6,MN_EARN_WNE_INDEP0_INC1_P6,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,GT_25K_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,PCT10_EARN_WNE_P8,PCT25_EARN_WNE_P8,PCT75_EARN_WNE_P8,PCT90_EARN_WNE_P8,SD_EARN_WNE_P8,GT_25K_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,GT_25K_P9,GT_28K_P10,GT_28K_P8,GT_28K_P6
1503,163453,208300,2083,Morgan State University,0.10000000149011,39.1800003051757,52.2599983215332,3.14000010490417,6.15000009536743,14.7600002288818,9.76000022888183,87.7600021362304,63566.62,10.5200004577636,4.48999977111816,11.0,260.0,2344.0,42600.0,40500.0,10100.0,23400.0,56300.0,77600.0,26600.0,804.0,919.0,621.0,377.0,1983.0,361.0,1262.0,1082.0,0.709,39900.0,42600.0,46000.0,42800.0,42700.0,42200.0,41400.0,44000.0,183.0,2195.0,30300.0,27900.0,5600.0,15700.0,41400.0,53500.0,20100.0,717.0,856.0,622.0,335.0,1843.0,352.0,1152.0,1043.0,0.531,28800.0,30800.0,31500.0,28400.0,29600.0,34300.0,30100.0,30600.0,204.0,1647.0,33500.0,21100.0,0.63387978076934,185.0,1898.0,35700.0,33200.0,7300.0,20200.0,47100.0,63400.0,22900.0,0.643,194.0,1644.0,41900.0,26100.0,0.74148416519165,0.693,0.602,0.498
102,105330,108200,1082,Northern Arizona University,0.30000001192092,74.9000015258789,2.47000002861022,2.22000002861022,18.75,16.3600006103515,9.4399995803833,88.9899978637695,59985.62,10.5299997329711,3.9300000667572,10.9399995803833,610.0,4439.0,44600.0,40100.0,10300.0,25700.0,57600.0,77800.0,31600.0,1601.0,1421.0,1417.0,513.0,2774.0,1665.0,2663.0,1776.0,0.757,42700.0,44600.0,46800.0,40500.0,44700.0,44500.0,39800.0,51900.0,537.0,5822.0,36900.0,34400.0,9500.0,21700.0,47900.0,61900.0,24700.0,1923.0,1777.0,2122.0,493.0,3825.0,1997.0,3484.0,2338.0,0.668,34600.0,37200.0,38900.0,30200.0,35000.0,40800.0,34800.0,40100.0,447.0,3855.0,37000.0,23200.0,0.6949416399002,562.0,4728.0,40900.0,37200.0,9900.0,23600.0,52400.0,69000.0,29900.0,0.711,510.0,4208.0,41900.0,26500.0,0.75118821859359,0.723,0.682,0.634
1035,147703,173700,1737,Northern Illinois University,0.10999999940395,77.9000015258789,12.289999961853,3.47000002861023,10.0900001525878,17.8999996185302,9.43000030517578,88.3799972534179,75712.57,5.80000019073486,3.52999997138977,11.1899995803833,533.0,6114.0,49800.0,45500.0,13000.0,29500.0,65300.0,82800.0,31400.0,1552.0,1825.0,2737.0,709.0,5061.0,1053.0,3121.0,2993.0,0.79,46300.0,49100.0,52300.0,42000.0,49600.0,50800.0,42300.0,57600.0,370.0,6271.0,39400.0,36800.0,11400.0,23300.0,52000.0,63700.0,24500.0,1781.0,1757.0,2733.0,672.0,5069.0,1202.0,3229.0,3042.0,0.71,36100.0,38600.0,42000.0,32700.0,38700.0,42300.0,35500.0,43500.0,405.0,5490.0,39600.0,28800.0,0.72185790538787,439.0,6081.0,45100.0,41800.0,12700.0,27800.0,58200.0,72400.0,27000.0,0.773,489.0,5235.0,45500.0,30700.0,0.77631330490112,0.768,0.746,0.664
1729,171571,230700,2307,Oakland University,0.2199999988079,80.5100021362304,14.0500001907348,2.58999991416931,2.24000000953674,16.4500007629394,9.31999969482422,91.6999969482422,78696.54,5.73999977111816,3.21000003814697,11.2200002670288,344.0,3065.0,48100.0,43100.0,11900.0,26200.0,63100.0,81000.0,34200.0,882.0,933.0,1250.0,328.0,2227.0,838.0,1984.0,1081.0,0.752,45000.0,49900.0,49000.0,43800.0,46200.0,53100.0,42600.0,58300.0,320.0,3872.0,39700.0,36000.0,9500.0,21700.0,53700.0,65200.0,26700.0,1137.0,1114.0,1621.0,340.0,2765.0,1107.0,2445.0,1427.0,0.674,37900.0,40300.0,40500.0,30100.0,37100.0,46000.0,37300.0,43800.0,272.0,2337.0,38900.0,27200.0,0.6743688583374,335.0,3375.0,45400.0,41100.0,10400.0,25000.0,59600.0,73200.0,31000.0,0.737,306.0,2334.0,43500.0,32900.0,0.72964864969253,0.73,0.708,0.641
3717,232982,372800,3728,Old Dominion University,0.28000000119209,67.5199966430664,25.5499992370605,2.9300000667572,3.69000005722045,15.8199996948242,8.94999980926513,92.7200012207031,63797.48,7.59999990463257,3.03999996185302,11.0200004577636,483.0,4370.0,48700.0,43700.0,13600.0,29900.0,64200.0,83800.0,30200.0,1341.0,1491.0,1538.0,377.0,2830.0,1540.0,2745.0,1625.0,0.801,45900.0,50000.0,49900.0,43200.0,47800.0,50300.0,43900.0,56800.0,462.0,5333.0,38300.0,35500.0,10700.0,22600.0,49900.0,64900.0,26700.0,1490.0,1661.0,2182.0,440.0,3670.0,1663.0,3124.0,2209.0,0.68,37200.0,38400.0,39100.0,32100.0,37100.0,41100.0,35200.0,42800.0,336.0,3768.0,41000.0,24600.0,0.73911887407302,434.0,4499.0,44000.0,40700.0,12600.0,26500.0,57000.0,76100.0,28300.0,0.758,362.0,3473.0,46200.0,28100.0,0.78721565008163,0.775,0.726,0.65
2956,209807,321600,3216,Portland State University,0.43000000715255,83.0299987792968,3.4300000667572,4.90999984741211,7.71999979019165,20.7099990844726,10.8100004196167,88.1100006103515,62889.32,7.1100001335144,4.07000017166137,11.0200004577636,901.0,5172.0,50800.0,44700.0,8700.0,25800.0,67100.0,89500.0,37700.0,2452.0,1553.0,1167.0,425.0,2482.0,2690.0,2788.0,2384.0,0.74,47300.0,54100.0,54000.0,44200.0,49700.0,51900.0,45100.0,57600.0,831.0,6076.0,38400.0,34500.0,7800.0,20100.0,50700.0,67700.0,28000.0,2825.0,1830.0,1421.0,470.0,2828.0,3248.0,3404.0,2672.0,0.65,35200.0,41600.0,40800.0,32600.0,35800.0,40700.0,35200.0,42600.0,737.0,4353.0,40400.0,27600.0,0.69745004177093,830.0,5256.0,44400.0,40000.0,8400.0,23800.0,58100.0,79400.0,32800.0,0.702,711.0,3918.0,46400.0,33900.0,0.73966306447982,0.729,0.694,0.621
3558,227881,360600,3606,Sam Houston State University,0.15999999642372,73.1600036621093,13.7299995422363,2.78999996185302,18.9799995422363,16.2099990844726,7.5,88.7799987792968,63900.24,9.5,3.5,11.0,479.0,4263.0,49700.0,44600.0,11900.0,30300.0,60500.0,78900.0,34500.0,1337.0,1408.0,1518.0,649.0,3252.0,1011.0,2400.0,1863.0,0.803,46400.0,49500.0,52600.0,42700.0,49200.0,51000.0,41600.0,60100.0,358.0,4666.0,39300.0,37400.0,10600.0,24400.0,49800.0,61200.0,22900.0,1564.0,1427.0,1675.0,683.0,3610.0,1056.0,2618.0,2048.0,0.736,38300.0,38900.0,40500.0,32700.0,38800.0,40700.0,35500.0,44000.0,315.0,3705.0,39800.0,24300.0,0.74278002977371,413.0,4491.0,45600.0,42000.0,11900.0,28600.0,56200.0,72300.0,29000.0,0.773,352.0,3376.0,43800.0,30100.0,0.78050947189331,0.777,0.76,0.691
457,122597,115400,1154,San Francisco State University,0.30000001192092,55.6100006103515,8.18000030517578,20.5699996948242,20.0400009155273,21.7299995422363,12.0699996948242,69.9199981689453,77495.51,7.82999992370605,3.44000005722045,11.2100000381469,944.0,6752.0,54700.0,49200.0,10300.0,29500.0,71200.0,92900.0,37900.0,3352.0,2020.0,1380.0,1037.0,3967.0,2785.0,4164.0,2588.0,0.785,54000.0,55300.0,55600.0,49800.0,53000.0,57200.0,51900.0,59300.0,758.0,6657.0,42100.0,38000.0,8700.0,22200.0,55500.0,68200.0,29100.0,3138.0,1948.0,1571.0,1122.0,4104.0,2553.0,3943.0,2714.0,0.679,42900.0,42100.0,40500.0,34500.0,38800.0,47500.0,41100.0,43600.0,828.0,5800.0,43300.0,29500.0,0.71844828128814,838.0,6918.0,49000.0,44000.0,10200.0,26100.0,62600.0,83200.0,38200.0,0.744,818.0,5396.0,48700.0,33700.0,0.7598220705986,0.769,0.728,0.664
3424,221838,352200,3522,Tennessee State University,0.23999999463558,54.7700004577636,39.4199981689453,1.74000000953674,4.15000009536743,14.1999998092651,6.98999977111816,93.9499969482422,53809.87,12.289999961853,4.23999977111816,10.8400001525878,282.0,2413.0,39800.0,35300.0,9500.0,21800.0,51300.0,70300.0,33700.0,1004.0,927.0,482.0,524.0,1646.0,767.0,1545.0,868.0,0.678,36000.0,42400.0,42900.0,34600.0,38000.0,43800.0,38800.0,41700.0,187.0,2126.0,31200.0,28500.0,7100.0,17900.0,41300.0,57900.0,19200.0,995.0,784.0,347.0,415.0,1473.0,653.0,1311.0,815.0,0.557,29400.0,32400.0,33500.0,26400.0,28300.0,37600.0,30600.0,32100.0,205.0,1931.0,33300.0,22100.0,0.61677885055542,190.0,2234.0,35500.0,33100.0,8400.0,19800.0,46500.0,64400.0,23800.0,0.636,210.0,1996.0,37700.0,24400.0,0.67885774374008,0.654,0.598,0.508
3425,221847,352300,3523,Tennessee Technological University,0.18000000715255,91.9499969482422,5.03000020980835,0.73000001907348,2.14000010490417,10.9499998092651,5.92000007629394,97.0500030517578,49227.15,10.1300001144409,3.10999989509582,10.7600002288818,248.0,2258.0,46700.0,40500.0,11400.0,27300.0,59400.0,79100.0,32300.0,775.0,861.0,622.0,353.0,1673.0,585.0,1088.0,1170.0,0.743,43500.0,46600.0,50800.0,39700.0,47300.0,44700.0,38300.0,54500.0,228.0,2671.0,35400.0,32800.0,10000.0,21300.0,44700.0,58800.0,23000.0,878.0,987.0,806.0,357.0,2074.0,597.0,1326.0,1345.0,0.654,32500.0,35800.0,38000.0,31000.0,35300.0,35800.0,31000.0,39800.0,186.0,1934.0,35700.0,22200.0,0.6887280344963,230.0,2324.0,40300.0,36100.0,10000.0,24100.0,52100.0,67800.0,25400.0,0.733,253.0,1887.0,42100.0,35000.0,0.72443032264709,0.741,0.678,0.605
3601,229063,364200,3642,Texas Southern University,0.18999999761581,42.2000007629394,38.8699989318847,4.80000019073486,24.329999923706,13.9799995422363,6.96999979019165,82.120002746582,53781.71,15.2299995422363,5.03999996185302,10.8199996948242,640.0,4168.0,37600.0,31300.0,6300.0,17300.0,47400.0,72500.0,35900.0,2370.0,1401.0,397.0,870.0,3033.0,1135.0,2264.0,1904.0,0.601,35900.0,39000.0,42700.0,31800.0,34200.0,46800.0,36200.0,39300.0,261.0,2203.0,30300.0,24700.0,4700.0,13500.0,38400.0,52200.0,26800.0,1311.0,672.0,220.0,1130.0,1654.0,549.0,1177.0,1026.0,0.465,29600.0,29800.0,36200.0,23700.0,26900.0,40600.0,29100.0,31800.0,567.0,3253.0,30300.0,27300.0,0.50261294841766,451.0,3295.0,34600.0,29000.0,5700.0,15600.0,44500.0,59600.0,29100.0,0.552,452.0,2334.0,35700.0,31700.0,0.58954584598541,0.567,0.524,0.431
3575,228459,361500,3615,Texas State University,0.18999999761581,76.0699996948242,7.19999980926513,2.65000009536743,28.6200008392334,19.1700000762939,9.21000003814697,88.4100036621093,66830.13,8.69999980926513,3.25999999046325,11.039999961853,761.0,7135.0,51100.0,45700.0,13500.0,31200.0,63600.0,82200.0,36800.0,2295.0,2183.0,2657.0,763.0,5259.0,1876.0,3943.0,3192.0,0.805,48300.0,50900.0,53800.0,45500.0,52000.0,48900.0,44700.0,59100.0,596.0,8151.0,40600.0,38300.0,10800.0,24300.0,51200.0,61200.0,26400.0,2672.0,2353.0,3126.0,929.0,6030.0,2121.0,4539.0,3612.0,0.722,38900.0,40400.0,42200.0,34000.0,40200.0,41800.0,37600.0,44400.0,519.0,6219.0,40900.0,27500.0,0.75655251741409,666.0,7606.0,46200.0,42400.0,12800.0,28700.0,56500.0,73600.0,34100.0,0.785,593.0,6066.0,45500.0,28500.0,0.79426312446594,0.789,0.759,0.69
3604,229179,364600,3646,Texas Woman's University,0.37999999523162,71.4599990844726,13.3100004196167,3.85999989509582,19.2000007629394,19.3099994659423,8.43000030517578,86.3600006103515,69739.2,8.19999980926513,3.27999997138977,11.0900001525878,287.0,2322.0,49100.0,44700.0,12000.0,27900.0,64400.0,83700.0,38500.0,935.0,728.0,659.0,187.0,1169.0,1153.0,2166.0,156.0,0.786,46300.0,49300.0,52900.0,45500.0,47200.0,51100.0,48100.0,62800.0,227.0,2695.0,42800.0,40400.0,11200.0,25700.0,54900.0,71700.0,31100.0,1039.0,932.0,724.0,276.0,1308.0,1387.0,2489.0,206.0,0.741,37600.0,44800.0,47600.0,35700.0,39600.0,45800.0,42500.0,46600.0,178.0,1935.0,44200.0,33700.0,0.76589149236679,254.0,2482.0,45900.0,42600.0,12500.0,28100.0,58400.0,77500.0,29600.0,0.77,186.0,1530.0,47600.0,28900.0,0.80000001192092,0.749,0.751,0.712
3426,221892,352600,3526,Trevecca Nazarene University,0.36000001430511,82.7399978637695,12.4399995803833,1.40999996662139,3.78999996185302,14.8199996948242,6.96999979019165,94.7200012207031,59625.44,7.88999986648559,3.03999996185302,10.9600000381469,84.0,626.0,49000.0,40500.0,10200.0,25100.0,61800.0,80900.0,39100.0,176.0,232.0,218.0,55.0,324.0,302.0,349.0,277.0,0.737,41000.0,47600.0,57100.0,40200.0,42600.0,55900.0,42900.0,56800.0,46.0,594.0,40700.0,36900.0,9600.0,24100.0,51800.0,75900.0,26500.0,148.0,217.0,229.0,68.0,321.0,273.0,308.0,286.0,0.688,33100.0,41300.0,45000.0,22800.0,32100.0,50800.0,35600.0,46200.0,60.0,528.0,40700.0,41300.0,0.68181818723678,54.0,639.0,43600.0,37100.0,7900.0,21900.0,58000.0,77700.0,32500.0,0.714,61.0,593.0,43900.0,31100.0,0.75210791826248,0.72,0.659,0.677
3388,220862,350900,3509,University of Memphis,0.30000001192092,55.2799987792968,40.6199989318847,1.48000001907348,2.75,14.8500003814697,7.67000007629394,95.7300033569336,58823.6,11.9899997711181,4.09999990463256,10.8999996185302,590.0,4543.0,43200.0,37400.0,8800.0,23200.0,54700.0,74200.0,35500.0,2078.0,1459.0,1006.0,560.0,2685.0,1858.0,2770.0,1773.0,0.702,40000.0,43900.0,48600.0,36300.0,41700.0,45400.0,38400.0,50700.0,360.0,4192.0,35100.0,31700.0,7700.0,19500.0,45300.0,57900.0,31300.0,1792.0,1318.0,1082.0,730.0,2772.0,1420.0,2508.0,1684.0,0.612,33200.0,35400.0,38000.0,27700.0,33200.0,38800.0,32800.0,38500.0,396.0,3251.0,36500.0,40000.0,0.62749922275543,520.0,4425.0,39000.0,34800.0,9600.0,21700.0,49900.0,68900.0,35100.0,0.67,476.0,3186.0,39800.0,27700.0,0.70213431119918,0.678,0.638,0.582
1403,159939,201500,2015,University of New Orleans,0.23999999463558,59.8300018310547,34.0099983215332,2.51999998092651,5.28000020980835,14.539999961853,7.92999982833862,93.5299987792968,51940.24,14.0,4.05000019073486,10.8199996948242,545.0,3528.0,43500.0,37800.0,9500.0,22900.0,55700.0,77600.0,32100.0,1701.0,1154.0,673.0,836.0,2429.0,1099.0,1980.0,1548.0,0.707,40500.0,44100.0,50100.0,38100.0,42500.0,45700.0,39100.0,49200.0,194.0,1745.0,35200.0,31500.0,6700.0,17700.0,46600.0,58400.0,24300.0,867.0,503.0,375.0,588.0,1130.0,615.0,970.0,775.0,0.624,33700.0,36700.0,36600.0,27300.0,31900.0,41200.0,32100.0,39000.0,396.0,2997.0,35400.0,25600.0,0.6252919435501,234.0,1863.0,40300.0,34500.0,7900.0,20800.0,51200.0,69600.0,41500.0,0.643,506.0,3413.0,40500.0,32700.0,0.69030177593231,0.673,0.632,0.568
568,127741,134900,1349,University of Northern Colorado,0.14000000059604,84.9499969482422,2.54999995231628,2.54999995231628,14.2600002288818,21.1299991607666,10.7399997711181,91.5999984741211,72445.43,5.5,2.77999997138977,11.1400003433227,399.0,3360.0,47100.0,42000.0,11100.0,29000.0,59700.0,74500.0,32700.0,728.0,1055.0,1577.0,328.0,2663.0,697.0,2047.0,1313.0,0.767,44200.0,46200.0,49000.0,40900.0,47100.0,47200.0,42300.0,54700.0,205.0,2939.0,35300.0,33800.0,10400.0,22300.0,45100.0,58200.0,20300.0,633.0,865.0,1441.0,312.0,2422.0,517.0,1766.0,1173.0,0.685,34000.0,34800.0,36300.0,29100.0,34800.0,37700.0,33300.0,38400.0,287.0,2827.0,36500.0,21900.0,0.70286524295806,301.0,3132.0,40900.0,38100.0,10500.0,25700.0,52700.0,67200.0,24800.0,0.744,331.0,2856.0,41000.0,33300.0,0.73774510622024,0.763,0.712,0.64
3536,227216,359400,3594,University of North Texas,0.2199999988079,75.2699966430664,11.0699996948242,3.51999998092651,17.0699996948242,20.4099998474121,8.9399995803833,88.1299972534179,72891.36,7.21000003814697,3.08999991416931,11.1300001144409,926.0,7968.0,49300.0,45000.0,11700.0,28800.0,61600.0,79500.0,35100.0,2499.0,2532.0,2937.0,853.0,5626.0,2342.0,4427.0,3541.0,0.789,47700.0,48600.0,51200.0,44500.0,48400.0,51300.0,44200.0,55600.0,686.0,8887.0,39300.0,37600.0,10100.0,23800.0,50100.0,61300.0,25800.0,2961.0,2692.0,3234.0,960.0,6153.0,2734.0,4980.0,3907.0,0.704,37500.0,39900.0,40400.0,33100.0,37700.0,42800.0,37000.0,42300.0,604.0,6587.0,39100.0,24900.0,0.72233188152313,890.0,8536.0,43900.0,41100.0,11300.0,26600.0,54900.0,70000.0,29400.0,0.762,711.0,6260.0,43800.0,29700.0,0.75575077533721,0.759,0.73,0.678
51,102094,105700,1057,University of South Alabama,0.31999999284744,71.4300003051757,24.6800003051757,1.46000003814697,1.70000004768371,13.5699996948242,7.28000020980835,96.5,51919.71,12.5,3.90000009536743,10.8100004196167,497.0,3095.0,46800.0,37800.0,10500.0,22200.0,57000.0,78800.0,45500.0,1317.0,993.0,785.0,457.0,1807.0,1288.0,1923.0,1172.0,0.703,44500.0,47900.0,49200.0,36600.0,43200.0,51900.0,39300.0,59000.0,372.0,3199.0,35100.0,31500.0,6800.0,18300.0,46400.0,64100.0,24100.0,1417.0,963.0,819.0,454.0,1993.0,1206.0,1921.0,1278.0,0.623,32200.0,36200.0,38800.0,26700.0,32900.0,38700.0,32500.0,39000.0,370.0,2645.0,37300.0,28400.0,0.63931947946548,408.0,2948.0,42400.0,35800.0,8600.0,21100.0,53000.0,73200.0,38900.0,0.656,386.0,2712.0,43300.0,40500.0,0.70538347959518,0.666,0.636,0.562
1879,176372,244100,2441,University of Southern Mississippi,0.23999999463558,68.0999984741211,28.9799995422363,0.99000000953674,1.83000004291534,12.3900003433227,6.71999979019165,97.2300033569336,46990.98,14.4399995803833,3.99000000953674,10.7100000381469,583.0,4617.0,42700.0,36400.0,10400.0,23700.0,52700.0,74400.0,38700.0,2174.0,1405.0,1038.0,859.0,3111.0,1506.0,2782.0,1835.0,0.725,39900.0,44300.0,46300.0,38600.0,43000.0,41900.0,36700.0,51700.0,408.0,3931.0,33500.0,30200.0,9300.0,18600.0,43600.0,56800.0,27300.0,1822.0,1151.0,958.0,839.0,2661.0,1270.0,2342.0,1589.0,0.599,30300.0,36500.0,36100.0,28200.0,33000.0,34500.0,30800.0,37500.0,409.0,4088.0,35800.0,25000.0,0.66903132200241,503.0,4195.0,38200.0,34000.0,11100.0,21100.0,49000.0,66700.0,26000.0,0.662,498.0,4094.0,39800.0,26700.0,0.71714705228805,0.676,0.633,0.552
2827,206084,313100,3131,University of Toledo,0.15000000596046,83.0500030517578,12.7799997329711,1.16999995708465,2.99000000953674,13.6999998092651,7.3600001335144,96.0899963378906,60626.38,7.76999998092651,3.24000000953674,10.9700002670288,617.0,5525.0,52800.0,43800.0,11700.0,27000.0,66000.0,83600.0,45300.0,1632.0,1594.0,2299.0,648.0,4360.0,1165.0,2736.0,2789.0,0.764,49500.0,52000.0,55700.0,37000.0,51000.0,59500.0,46700.0,58700.0,435.0,5876.0,37900.0,33400.0,9600.0,20600.0,50100.0,65400.0,27300.0,1747.0,1778.0,2351.0,599.0,4760.0,1116.0,2883.0,2993.0,0.643,33400.0,37200.0,41900.0,30200.0,37400.0,40400.0,34700.0,41000.0,478.0,4659.0,41100.0,32500.0,0.69607210159301,467.0,5197.0,45100.0,39600.0,10800.0,24100.0,59200.0,77900.0,32400.0,0.735,557.0,4875.0,43800.0,30700.0,0.729641020298,0.737,0.691,0.609
878,141334,160100,1601,University of West Georgia,0.20000000298023,71.5100021362304,23.6000003814697,1.53999996185302,3.94000005722045,14.7100000381469,7.09000015258789,93.6900024414062,66454.08,7.48000001907348,3.02999997138977,11.0600004196167,332.0,2891.0,41700.0,38200.0,10000.0,24200.0,53000.0,69000.0,28200.0,814.0,1040.0,1037.0,327.0,2201.0,690.0,1728.0,1163.0,0.723,39200.0,40500.0,44900.0,38200.0,41100.0,43700.0,38100.0,47100.0,325.0,3199.0,33900.0,31600.0,8900.0,19600.0,44300.0,56100.0,20800.0,971.0,1126.0,1102.0,391.0,2375.0,824.0,1898.0,1301.0,0.619,32400.0,33600.0,35600.0,28500.0,31000.0,42300.0,33100.0,35100.0,277.0,2266.0,33100.0,22300.0,0.62268316745758,310.0,2893.0,39100.0,36500.0,9700.0,22700.0,50400.0,60500.0,25200.0,0.681,267.0,2135.0,37900.0,24300.0,0.70070254802703,0.693,0.675,0.581
876,141264,159900,1599,Valdosta State University,0.15999999642372,67.9100036621093,27.1399993896484,1.55999994277954,3.98000001907348,13.6899995803833,7.15999984741211,94.1699981689453,57353.47,10.7399997711181,3.24000000953674,10.8999996185302,349.0,2954.0,41600.0,38700.0,11300.0,24600.0,52900.0,68600.0,27200.0,871.0,1022.0,1061.0,343.0,2281.0,673.0,1761.0,1193.0,0.736,37700.0,42300.0,44200.0,38000.0,41800.0,40800.0,37900.0,47100.0,244.0,3077.0,33200.0,31500.0,9000.0,19300.0,42700.0,53200.0,20500.0,960.0,976.0,1141.0,423.0,2531.0,546.0,1826.0,1251.0,0.612,31600.0,33300.0,34400.0,28700.0,32400.0,36800.0,31400.0,35700.0,247.0,2472.0,34200.0,20500.0,0.66868931055068,272.0,2885.0,37300.0,34500.0,11100.0,21900.0,47300.0,61900.0,23700.0,0.688,275.0,2272.0,38600.0,24700.0,0.71919012069702,0.691,0.65,0.579
1301,156125,195000,1950,Wichita State University,0.33000001311302,83.0199966430664,7.46999979019165,2.59999990463256,6.80999994277954,16.8400001525878,7.8600001335144,93.8300018310547,60078.99,6.90000009536743,3.08999991416931,10.9600000381469,457.0,3204.0,45400.0,40400.0,9700.0,25100.0,58500.0,78100.0,32800.0,1120.0,1121.0,963.0,373.0,1851.0,1353.0,1895.0,1309.0,0.738,41400.0,46200.0,49200.0,38900.0,45600.0,45200.0,39400.0,54100.0,288.0,3077.0,38900.0,36000.0,9000.0,23100.0,49500.0,63300.0,28600.0,1065.0,1013.0,999.0,270.0,1845.0,1232.0,1755.0,1322.0,0.703,35500.0,40500.0,40800.0,32000.0,38100.0,40000.0,35200.0,43700.0,361.0,2843.0,37800.0,25200.0,0.68343299627304,389.0,3124.0,42800.0,38800.0,9100.0,24500.0,54300.0,70100.0,33000.0,0.718,425.0,3032.0,41600.0,30800.0,0.71932715177536,0.707,0.696,0.671
899,142276,162000,1620,Idaho State University,0.37000000476837,89.5199966430664,0.64999997615814,0.91000002622604,8.19999980926513,14.6800003051757,6.98999977111816,94.870002746582,52463.75,8.97000026702881,3.90000009536743,10.8500003814697,806.0,3892.0,43900.0,35700.0,6800.0,20100.0,59200.0,82600.0,38400.0,1827.0,1396.0,669.0,366.0,1807.0,2085.0,1923.0,1969.0,0.661,42500.0,43800.0,47700.0,36900.0,42600.0,44900.0,32700.0,54700.0,457.0,2948.0,34900.0,30700.0,5200.0,16700.0,48000.0,64100.0,25600.0,1333.0,1060.0,555.0,321.0,1388.0,1560.0,1523.0,1425.0,0.595,32100.0,36500.0,38300.0,28300.0,32700.0,36800.0,28700.0,41500.0,678.0,3447.0,36300.0,29600.0,0.60110241174697,527.0,3192.0,39400.0,33100.0,5800.0,18200.0,52300.0,75100.0,30300.0,0.619,765.0,3515.0,41000.0,34600.0,0.64751064777374,0.633,0.595,0.553
646,131113,794800,7948,Wilmington University,0.49000000953674,73.3799972534179,20.3600006103515,1.99000000953674,5.05000019073486,14.6300001144409,7.98000001907348,92.7799987792968,66924.87,6.82000017166137,3.52999997138977,11.079999923706,147.0,1230.0,46600.0,42500.0,11700.0,26800.0,59900.0,78200.0,32300.0,369.0,481.0,380.0,59.0,513.0,717.0,864.0,366.0,0.754,38900.0,49500.0,50500.0,37100.0,44100.0,48400.0,43300.0,54600.0,160.0,1763.0,40800.0,36800.0,9600.0,23700.0,52300.0,66100.0,26300.0,537.0,668.0,558.0,92.0,723.0,1040.0,1164.0,599.0,0.718,33900.0,42800.0,45100.0,29500.0,34600.0,45100.0,39200.0,44000.0,119.0,1002.0,39100.0,23600.0,0.70958083868026,145.0,1347.0,44500.0,39500.0,9700.0,25700.0,56000.0,71500.0,31000.0,0.758,82.0,895.0,45000.0,29100.0,0.78770947456359,0.736,0.722,0.69
